id,nome,email,data_nascimento,cpf,telefone,salario,ativo,ultima_compra,categoria_cliente,observacoes
809,Davi Miguel Cassiano,ssales@example.org,1947-02-24,00000000000,31 2084 9096,7484.21,True,25/11/2023,bronze,Ea vel tempora quis mollitia sunt ut quidem nisi.
810,Dr. Igor das Neves,jaragao@example.com,1975-02-03,803.417.926-40,61 4608-2530,22167.28,,07/06/2024,prata,
811,Dr. João Lucas Pinto,freitasigor@example.net,1946-10-04,00000000000,61 0257 4238,7103.17,não,19/10/2023,ouro,
812,Heitor Moura,brodrigues@example.net,1968-05-19,570.634.981-93,(011) 3014 4489,17226.71,sim,14/10/2023,prata,
813,Heloisa Martins,mayacavalcanti@example.net,1974-07-20,176.420.859-58,+55 (061) 8464-3183,6430.82,True,26/05/2023,,Corporis iusto ex iure tempora illo consequatur.
814,Lucas Gabriel Câmara,castroerick@example.net,1979-05-11,569.207.431-16,+55 (021) 4115 2508,19889.26,não,14/08/2024,ouro,Dolorem deleniti perspiciatis ea est ad ut magnam ut.
815,Emanuella das Neves,salesguilherme@example.net,1948-06-08,387.094.652-00,+55 71 4774 8174,1429.12,False,03/10/2023,,
816,Fernando Viana,luigi83@example.com,1957-08-22,598.432.106-89,,22687.86,False,13/04/2025,prata,
817,Théo da Rocha,brayan92@example.net,2006-09-03,435.186.270-07,11 9546-3560,17716.13,,01/04/2024,,
818,Théo Caldeira,josueda-paz@example.com,1978-08-27,456.093.721-43,84 0182-4975,22046.11,False,23/06/2024,diamante,
819,Ayla Novaes,milena74@example.net,1978-02-11,396.057.281-68,81 8322-1909,19447.76,sim,31/12/2023,,Earum iste odio perspiciatis illum.
820,Rael Pacheco,rodrigueskamilly@example.org,1982-06-17,479.260.135-52,+55 (071) 1240-0180,,False,,bronze,
821,José da Conceição,melina67@example.com,1970-01-24,509.138.247-04,71 8953-6480,5611.52,sim,07/11/2024,bronze,
822,Isadora Abreu,crocha@example.org,1960-01-28,201.863.479-87,+55 31 1743-6564,18322.4,não,02/03/2025,bronze,Possimus est hic voluptatem ad enim hic optio.
823,Dante Siqueira,dcunha@example.net,1997-04-11,296.485.017-85,,4772.95,False,27/06/2024,diamante,
824,Gabriela Guerra,sophieramos@example.com,1967-06-11,756.213.904-07,,20479.46,False,20/01/2024,bronze,
825,Sophia Borges,ramosmanuella@example.com,1962-08-13,823.641.059-51,(021) 9256 2993,,True,30/10/2023,bronze,
826,Rael Pimenta,brenomartins@example.org,1950-06-02,658.714.092-02,0900 803 2928,21487.58,,14/10/2023,,Inventore aliquam odio quas excepturi odio.
827,Davi Miguel Teixeira,lda-mata@example.org,1992-02-04,694.701.523-52,+55 51 7691 5117,17634.47,sim,,prata,Assumenda ipsum ad reprehenderit in adipisci.
828,Carolina Souza,ana-carolinaborges@example.com,1970-10-08,479.521.830-79,61 2654 3312,3830.6,sim,29/06/2024,ouro,
829,Fernando da Mota,ravi58@example.net,1979-09-05,938.526.147-91,81 7913-3201,18826.06,False,13/05/2024,diamante,
830,Dr. Levi Pacheco,siqueiraleandro@example.org,1955-09-19,872.405.613-80,81 3631 1823,2202.64,False,07/03/2024,ouro,Esse nobis perspiciatis rem.
831,Gael Gonçalves,borgesluiz-fernando@example.com,1971-04-11,927.081.435-14,,13173.48,,20/12/2023,,
832,Luísa Gomes,hadassacostela@example.org,2007-03-19,317.850.924-05,+55 (011) 4213 4767,11074.02,,22/02/2024,ouro,
833,Luara Silveira,oliveiraraquel@example.org,2000-08-20,632.501.947-43,,5157.31,,21/09/2023,prata,
834,Emilly Sá,yagobarros@example.org,1993-06-06,260.375.841-17,41 3083-6218,21525.84,sim,04/05/2025,ouro,Tempore atque excepturi ipsa dolores nemo neque.
835,Luiz Otávio Nascimento,machadoluisa@example.net,1969-05-04,761.495.823-37,81 2756 3386,4906.09,sim,22/11/2023,,Eius debitis inventore itaque ratione omnis.
836,Olívia Pereira,costelaenzo@example.net,1948-09-10,00000000000,(011) 8022-0946,24529.96,não,06/04/2024,bronze,
837,Natália Albuquerque,nogueirabernardo@example.com,1953-11-28,00000000000,(041) 3161-4134,7677.62,False,28/06/2023,bronze,Cum dolor quas dolorem alias exercitationem quis quae.
838,Sara Abreu,benicio02@example.net,1982-11-24,713.589.240-23,+55 (051) 1523 4810,15554.99,,22/01/2024,ouro,
839,Sra. Nicole Gonçalves,matheus88@example.net,1976-01-05,297.814.603-69,(081) 5327 6529,24223.41,,25/10/2023,diamante,Animi commodi tenetur similique quos impedit ipsum quidem voluptas harum.
840,Bernardo Rocha,paulo42@example.org,1986-02-17,759.381.046-10,+55 (061) 9707-8683,20542.67,,,ouro,Praesentium necessitatibus velit corrupti.
841,Luan Cunha,sarahcardoso@example.com,1957-02-20,732.190.864-03,(071) 3550 0185,18786.3,,10/02/2024,bronze,
842,Bruno Carvalho,gferreira@example.com,1987-07-03,375.861.942-46,(081) 7534 9710,18039.95,não,16/10/2023,,Et voluptatum veritatis ipsam eaque tempore enim necessitatibus.
843,Sr. Davi Lucca Cardoso,marianapacheco@example.net,1985-05-31,053.147.698-75,0300 675 7062,10174.71,True,22/09/2023,diamante,Doloribus maxime mollitia perferendis.
844,Vitor Gabriel Castro,luara91@example.net,1959-08-11,903.756.284-10,,4674.28,True,11/07/2024,diamante,
845,Stephany Alves,benicioferreira@example.net,1962-10-08,429.106.358-05,,3242.02,False,12/02/2024,diamante,
846,Arthur Mendonça,nogueiraana-sophia@example.org,1989-09-22,172.439.560-25,,6218.71,False,23/04/2024,bronze,
847,Nicolas da Rocha,lucca08@example.net,2003-02-13,829.315.074-23,+55 84 8752-9514,6756.27,True,11/06/2024,prata,Consequatur blanditiis iure consequuntur asperiores corporis dolorum sit earum.
848,Cecilia Farias,da-cruzisis@example.net,2004-12-11,215.843.096-60,,5511.78,False,11/07/2024,diamante,
849,Milena Ribeiro,machadobenicio@example.net,1996-09-25,915.634.207-16,(011) 6665 6948,16558.11,,02/07/2024,diamante,
850,Samuel Castro,bryan33@example.net,1975-02-01,691.238.740-31,+55 (061) 7955-1816,15733.74,sim,,ouro,
851,Gael Henrique Moraes,benicio71@example.net,1972-07-05,192.305.487-23,+55 31 6054-9978,1889.25,False,16/12/2023,bronze,
852,Gabrielly Lopes,castrodaniela@example.com,1993-10-15,485.913.672-19,(081) 2543-7214,23041.54,False,30/06/2023,ouro,Esse nostrum nesciunt exercitationem minus cupiditate.
853,Sofia Albuquerque,sgarcia@example.org,1969-02-05,075.429.816-76,71 0246 4758,20592.13,,28/02/2025,ouro,
854,João Costela,beatriz16@example.org,2005-03-11,130.926.875-40,+55 84 1037-2753,23812.5,não,25/06/2024,,Soluta doloremque mollitia ullam animi consectetur.
855,Ana Clara Rodrigues,pcostela@example.net,1966-08-13,450.638.719-84,(041) 1802-6806,20409.79,True,17/06/2024,bronze,
856,Maria Liz Garcia,yalmeida@example.net,1991-08-10,264.305.189-06,+55 (084) 5289-9606,2512.57,não,17/09/2023,ouro,
857,Zoe Sampaio,joao-vitorrocha@example.org,1998-01-10,476.130.958-00,+55 61 6681 0691,12141.35,sim,27/10/2024,,
858,Alice Vieira,henry-gabrielmendes@example.net,1947-11-29,00000000000,+55 71 0551 9593,9630.83,,09/03/2024,bronze,Velit laboriosam asperiores alias vero.
859,Vitor Gabriel Silva,mda-cunha@example.net,1947-04-12,295.307.841-04,+55 84 1325 9161,12536.81,sim,11/02/2025,,
860,Srta. Maria Vitória Novaes,valentim99@example.net,1999-02-26,657.419.382-64,+55 (041) 5525-4622,20137.44,True,18/04/2024,bronze,Assumenda aperiam qui beatae impedit sit accusamus eos quae quisquam.
861,Enrico Borges,fogacanathan@example.net,2003-12-19,642.590.317-16,,5133.84,,12/03/2025,prata,
862,Srta. Alexia Rezende,dpastor@example.net,1947-04-22,532.046.719-25,+55 81 4504 2596,5389.53,False,26/06/2023,diamante,Totam eius laudantium cupiditate deleniti deleniti facere.
863,Bárbara Cavalcanti,levinovais@example.net,1963-10-11,209.617.458-94,+55 (084) 3066 2959,4472.17,,,diamante,
864,Caroline Carvalho,pedro95@example.com,1969-11-04,374.658.129-09,+55 (051) 8815 8832,10917.86,sim,19/02/2024,diamante,
865,Marina da Rosa,henry-gabrielviana@example.net,1967-10-12,813.460.597-48,0800 693 7778,8986.66,,26/01/2025,prata,Nesciunt et harum a unde soluta aliquam ad temporibus id.
866,João Vitor Costa,antonioda-conceicao@example.net,1947-07-30,078.935.142-05,+55 (061) 2671-1025,15460.39,,22/09/2023,prata,
867,Dra. Alana Albuquerque,novaesmaria-liz@example.org,1963-08-28,037.126.849-40,51 0891 9384,10765.48,False,23/09/2024,,
868,Natália Melo,raul38@example.org,2005-08-20,584.926.307-10,+55 81 9269-4780,17070.25,False,07/02/2024,ouro,
869,Thales Gomes,isis74@example.com,2000-09-27,618.403.752-80,(011) 3120-7306,18474.11,False,14/11/2023,ouro,
870,Maria Luísa Montenegro,mariah81@example.net,1961-11-10,308.429.165-98,,8234.94,não,09/11/2024,ouro,
871,Luiz Henrique Mendes,guilhermecastro@example.org,1977-07-03,932.107.548-88,21 1222-8452,19074.62,False,,bronze,Eos quia adipisci deleniti eveniet velit suscipit.
872,Anna Liz Castro,ana-vitorianogueira@example.net,1969-03-14,362.078.154-08,+55 (071) 7927-8898,22530.11,,22/07/2023,prata,Dolor rerum laudantium reiciendis qui quod voluptatem blanditiis nihil quae id.
873,Dra. Agatha da Mata,csousa@example.net,1968-09-28,269.105.487-01,61 6344-4715,23955.41,,03/01/2025,diamante,Cupiditate sint quidem expedita perspiciatis ad ullam.
874,Otávio Aragão,oda-rocha@example.net,1963-08-16,547.802.639-56,(051) 2045-3537,24430.1,False,30/05/2024,bronze,Debitis odit nobis laboriosam doloribus doloremque quo reprehenderit temporibus adipisci.
875,Brenda Silva,gustavo-henriquerezende@example.net,1960-06-19,681.497.352-91,0800 586 5269,19450.71,sim,15/06/2024,,Libero in reprehenderit recusandae sed blanditiis ex minus repellendus repellat.
876,Murilo Aragão,,1971-12-15,983.605.427-83,61 2467 2339,10654.69,,13/10/2024,prata,
877,Beatriz Rezende,pnunes@example.org,1976-11-22,821.537.496-46,0500-910-7275,22460.88,não,09/06/2023,diamante,
878,Antony Pimenta,beniciofarias@example.org,1978-12-19,903.285.147-05,+55 (081) 6038 2126,10267.78,sim,20/07/2024,prata,
879,Olivia Aparecida,maria-isis52@example.org,1987-12-29,834.795.210-88,+55 61 8173 7798,6237.25,não,03/07/2024,prata,Sequi dolorum sapiente asperiores sequi dolores.
880,Benjamin Vieira,anthony-gabrielmoura@example.com,2002-08-02,267.548.930-10,+55 81 9010-8831,11787.36,não,23/03/2025,prata,
881,Beatriz Mendes,liviasales@example.com,1977-05-06,901.374.285-88,+55 81 9089 0803,10001.3,não,10/07/2023,ouro,Mollitia rem iste repudiandae veniam iste.
882,Noah Ribeiro,samuelpinto@example.net,1958-04-02,745.689.210-58,0300 361 7149,10785.88,False,19/06/2024,bronze,
883,Pietro Macedo,epeixoto@example.com,2000-09-09,368.914.725-55,+55 (061) 6593-6186,20202.12,False,17/06/2024,diamante,
884,Henry Silva,helena83@example.org,1962-05-07,051.948.236-06,61 2704 4349,,True,05/01/2024,bronze,
885,Lara da Conceição,,1970-07-09,153.826.074-35,,16182.46,False,02/02/2025,ouro,
886,Vinicius Cardoso,liam29@example.com,2002-05-24,856.239.041-06,+55 (051) 6749 4912,3550.96,sim,26/01/2024,,
887,Dra. Vitória Dias,esthergomes@example.net,1949-01-04,452.379.160-07,(081) 3127-2622,,sim,24/02/2024,bronze,
888,Dra. Juliana Rodrigues,miguel55@example.net,1989-06-14,590.316.278-95,+55 51 7294 3861,8399.86,não,19/12/2024,,Autem quam reiciendis aperiam repellendus voluptates corporis doloremque autem natus reprehenderit.
889,Manuella Moura,nogueiravicente@example.net,1972-11-21,895.273.016-02,+55 41 5464-0100,7934.03,não,30/08/2024,diamante,
890,Sr. Gabriel Barros,,1959-11-24,910.283.457-04,+55 (021) 6063-7102,17337.7,,26/12/2024,bronze,
891,João Miguel Sousa,luiz-felipemoraes@example.org,1955-05-05,00000000000,+55 31 5684 9696,7911.86,,17/12/2024,prata,Laborum consectetur neque voluptatum suscipit.
892,Dr. Gustavo Henrique Lopes,bcamargo@example.net,1996-01-26,00000000000,41 0567 3597,2995.45,,07/08/2023,bronze,
893,Lara Rocha,henrique32@example.org,2005-10-25,461.598.730-75,+55 (011) 6841 3454,14604.83,sim,07/09/2024,bronze,
894,Eduardo Nogueira,mlima@example.org,1992-10-06,405.128.376-35,+55 (061) 0120-9140,3950.18,True,25/07/2024,,Nostrum similique officiis eveniet corrupti.
895,Letícia Ferreira,breno88@example.com,1965-08-15,276.351.804-44,81 1108 9511,17159.27,não,04/10/2023,,
896,Matheus Machado,psiqueira@example.org,1997-10-02,054.186.397-57,+55 61 1865 7889,12235.06,sim,02/07/2024,,
897,Valentim Rios,tmoura@example.net,1963-04-01,579.081.624-01,,18639.47,não,06/04/2024,prata,
898,Liam Pires,kpimenta@example.org,1948-03-26,085.293.641-98,,1598.95,,10/12/2023,prata,
899,Sra. Clarice Campos,rpereira@example.net,1972-10-29,265.908.734-29,+55 (061) 5898 5899,3676.77,True,28/04/2025,prata,
900,Maria Luísa Souza,gael-henriqueda-conceicao@example.com,1973-08-29,496.257.810-30,41 7474-5093,12212.8,True,17/03/2025,diamante,
901,Emanuella Siqueira,cabreu@example.org,1956-01-15,00000000000,+55 (031) 4550 9081,13591.18,não,22/04/2024,,
902,Valentina Viana,pmelo@example.net,1956-06-22,293.681.407-31,0300-656-9260,24529.82,não,20/10/2023,prata,
903,Davi Oliveira,maria-liz50@example.com,1952-02-17,697.143.520-61,(051) 9191-8857,14894.72,sim,01/01/2025,bronze,Neque dolore reprehenderit accusamus.
904,Lívia da Cunha,vitoria48@example.com,2005-06-23,678.931.245-55,,9607.32,True,08/07/2024,bronze,Hic nisi iste cupiditate necessitatibus doloribus delectus libero nobis molestiae.
905,Lucca Rezende,,2003-09-21,941.853.726-55,71 4507-9612,19333.03,sim,06/07/2024,,
906,Dr. Vicente Costela,tmelo@example.org,1961-09-30,086.427.531-53,+55 (081) 5665-4334,20874.72,sim,12/01/2024,,
907,Cauê Moura,lauraguerra@example.org,1964-01-07,821.940.753-05,,20402.14,False,25/04/2025,bronze,
908,Dr. Noah Garcia,caueporto@example.com,1967-11-09,697.480.315-00,61 8845 7387,18151.41,sim,22/06/2024,prata,
909,Sr. Luan Montenegro,allanada-paz@example.net,1965-11-20,832.764.091-78,+55 31 3634-0778,1836.58,sim,02/12/2024,,
910,Benjamin Castro,alvesgabriela@example.org,1976-03-02,428.753.601-08,+55 (071) 7798 3952,18521.14,False,26/05/2024,diamante,Ratione pariatur facere minima reprehenderit aut dolor adipisci pariatur.
911,Sra. Maria Isis Rios,kcostela@example.com,1953-09-18,470.596.281-85,+55 61 3169 3069,7112.55,sim,,,
912,Melissa da Mata,maitepeixoto@example.com,1966-10-19,142.593.086-70,+55 21 6335-3182,24783.67,True,28/09/2023,diamante,
913,Larissa Porto,moreiraluiz-felipe@example.org,1978-11-06,00000000000,,2368.43,True,05/12/2024,diamante,
914,Lorena da Mota,gabrielly50@example.net,1954-04-29,835.192.047-97,0900-902-2222,23225.83,sim,13/10/2023,bronze,
915,Theo Azevedo,mendoncaryan@example.net,1974-02-05,659.827.413-37,0800-262-6371,22356.15,False,28/09/2023,bronze,
916,Lara Lima,isaquerodrigues@example.org,1999-10-16,314.975.082-23,51 2337 9019,9180.33,,16/06/2023,ouro,
917,Henry Gabriel Vasconcelos,miguel34@example.com,1996-05-08,108.297.543-50,+55 (051) 3249 5023,8565.63,,,ouro,
918,Pietro Araújo,pcirino@example.com,1979-11-24,378.146.950-66,(011) 7987 6257,20577.73,,16/11/2023,bronze,Provident officia possimus placeat alias fugit deserunt omnis esse beatae.
919,Vinícius Guerra,miguel69@example.com,1948-08-24,235.019.746-80,(061) 6420-0797,,não,25/04/2025,bronze,At quasi eos facilis saepe vel doloribus ipsa temporibus.
920,Manuella Monteiro,aoliveira@example.org,1967-01-27,539.078.461-84,(041) 4703-9358,13529.12,sim,02/05/2025,,
921,Maitê Almeida,erick41@example.com,1977-01-28,732.849.061-69,+55 31 8223-7833,6372.92,True,12/07/2023,prata,Commodi unde mollitia ea ipsum asperiores.
922,Maitê Rios,eviana@example.net,1995-02-09,194.603.872-50,81 1641-1121,9027.46,,21/08/2024,bronze,
923,Erick Barbosa,albuquerquediogo@example.com,1987-12-20,165.243.789-46,(041) 5635-7072,17767.31,,14/02/2024,,
924,Yago Cassiano,nda-rocha@example.com,1960-12-24,785.416.029-58,0900 898 5600,11235.81,True,27/09/2023,ouro,Minus iusto aperiam enim similique maiores labore.
925,Sr. José das Neves,lucas-gabrielnovais@example.org,1990-08-15,192.360.547-06,51 9500 2911,16662.17,não,04/12/2024,bronze,Aspernatur facilis numquam libero sapiente minus sequi ipsum.
926,Marcos Vinicius Vargas,ksampaio@example.net,1952-12-24,321.957.684-28,+55 (081) 8691-0060,12838.42,sim,26/07/2024,prata,Inventore a eveniet officiis placeat distinctio in sunt soluta alias.
927,Sra. Stella Aparecida,almeidamaria-fernanda@example.com,1981-07-17,128.675.390-21,,21730.56,sim,24/11/2023,bronze,
928,Dr. Liam Ribeiro,guerraisaac@example.net,1971-03-28,972.685.130-03,41 8946-3624,5225.92,não,24/12/2024,,
929,Carolina Pinto,enzo28@example.org,1992-04-14,042.798.136-04,84 1333 1231,11161.45,,,bronze,Ullam sapiente minus ad temporibus aliquid eos enim iure.
930,Valentim Gonçalves,matteoabreu@example.org,1958-05-27,519.820.374-23,(071) 6228 2838,12638.41,False,06/04/2024,ouro,
931,João Pedro Melo,pintodavi@example.net,1963-04-22,260.753.498-47,(051) 6514 0233,8238.8,,,diamante,
932,Marcela Pires,rafaelacassiano@example.com,1988-06-23,415.039.762-70,(084) 6281-3421,1840.98,sim,06/09/2024,,
933,Igor Mendonça,fernandescaleb@example.net,1964-10-29,524.319.607-06,81 3824-3225,9782.08,False,22/01/2025,diamante,Commodi ullam maxime eligendi dolorem ab dolorum laudantium.
934,Liam Mendonça,elisacavalcante@example.org,1957-08-06,085.634.192-42,61 5184 4032,14073.14,,08/12/2024,ouro,
935,Carolina da Costa,murilo01@example.com,1979-11-03,637.594.102-43,(031) 6898 5722,11416.57,,20/01/2025,ouro,Accusamus error in deserunt doloremque dolor.
936,Gael Henrique Costela,vsilva@example.org,1956-08-08,097.516.384-10,,21857.4,não,06/02/2025,ouro,
937,Pietra Fernandes,oliverpires@example.org,1967-12-25,374.109.826-40,+55 51 5202 7915,20465.06,True,29/02/2024,,Quidem quo hic nemo voluptas repudiandae.
938,Eloá Macedo,xdas-neves@example.com,1988-09-26,093.658.147-66,+55 (061) 5418-9950,13522.89,sim,27/07/2024,bronze,
939,Diogo Barros,kfonseca@example.com,1982-02-26,935.184.762-46,+55 (081) 6354-5616,6586.25,não,17/06/2024,ouro,
940,Pedro Henrique Montenegro,otavio75@example.com,2001-12-22,471.562.803-17,+55 (081) 8548 8101,11124.45,False,26/05/2024,,
941,Léo Cassiano,rvasconcelos@example.com,1959-11-23,781.364.592-82,,2237.71,sim,24/04/2025,,
942,Jade Câmara,ana-juliamendonca@example.org,1963-02-16,157.438.620-44,21 6787 5757,24913.19,False,19/08/2023,ouro,
943,Dra. Hadassa Casa Grande,cavalcantibeatriz@example.net,1986-09-21,174.920.635-80,+55 (051) 2367-8820,11485.39,True,18/10/2023,,Labore similique consequuntur consequuntur voluptatem omnis quod.
944,Dra. Aurora Nascimento,maria32@example.com,1952-04-21,912.476.358-64,+55 (081) 9743-0007,3254.51,não,17/06/2024,diamante,
945,Antony Machado,jose-pedroda-paz@example.com,1959-10-25,871.692.534-37,+55 81 3517-4184,21170.29,True,06/01/2024,ouro,
946,Ana Clara da Rosa,mariahsousa@example.com,1995-11-20,793.418.056-00,+55 (081) 2196-1195,22342.1,não,24/10/2024,bronze,
947,Sra. Brenda Correia,gabriela00@example.org,1973-07-07,038.465.927-65,,11004.39,sim,01/01/2025,bronze,Laudantium quisquam id voluptates quas.
948,Júlia Pimenta,ana-sophiarocha@example.net,1959-08-15,791.264.503-99,+55 (061) 8877-3347,14636.92,True,15/01/2025,diamante,
949,Zoe Sousa,maria-laura67@example.net,1997-11-19,359.468.107-66,84 2255-1934,22349.0,False,11/11/2024,ouro,Labore consectetur voluptas quisquam natus veniam cum expedita.
950,Rebeca da Paz,costelanatalia@example.org,1947-03-16,208.463.591-89,(041) 5468 5245,17885.37,False,,diamante,
951,Letícia Ramos,rebeca51@example.org,1990-11-08,876.943.215-55,,4714.6,sim,,prata,
952,Allana Mendes,martinsluiz-felipe@example.net,1999-03-04,406.251.739-61,+55 21 2976-2709,24100.39,True,04/04/2025,diamante,
953,Luiz Gustavo Cavalcanti,xvieira@example.org,2006-05-12,164.297.530-34,+55 84 2457-4755,4012.89,,,diamante,Quis molestiae cupiditate commodi suscipit sunt amet ea assumenda.
954,Arthur Silva,xpinto@example.com,2001-09-10,957.130.682-77,(061) 1877-0088,13846.97,sim,19/07/2023,bronze,Consectetur suscipit odio voluptas quasi quos.
955,Dr. Benicio Araújo,mariah74@example.net,1954-06-14,628.739.405-65,+55 84 7894-5421,9553.99,,14/03/2025,prata,
956,Marcela Rios,,1974-06-12,00000000000,84 6713 0905,21921.54,sim,08/02/2025,bronze,Sint ratione quos explicabo quisquam magnam cum sit laborum.
957,Joana Cardoso,murilo22@example.org,2004-05-09,142.097.368-13,(061) 2471 8132,4260.58,sim,23/04/2024,bronze,
958,Anna Liz Nascimento,joao41@example.com,1954-01-29,106.547.832-17,+55 21 2771 7976,2333.75,True,26/12/2024,diamante,
